Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD, Sales_Volume ,Sales_Classification,,,,
X6,2020,Asia,Black,Hybrid,Automatic,3.8,45712,90061,"4,643.00",Low,,,,
X1,2010,Africa,Grey,Diesel,Automatic,1.6,100516,49598,"1,252.00",Low,,,,
i3,2024,South America,White,Hybrid,Automatic,4.5,57231,47994,"1,675.00",Low,,,,
M5,2015,Asia,White,Petrol,Automatic,4.1,95889,52950,"6,177.00",Low,,,,
M5,2017,Middle East,Grey,Diesel,Automatic,2.8,55643,96914,"4,669.00",Low,,,,
i3,2014,South America,Grey,Diesel,Automatic,2.7,22417,98122,"5,178.00",Low,,,,
M5,2013,Asia,Silver,Diesel,Automatic,3.2,193534,70907,"8,254.00",High,,,,
M3,2011,South America,Grey,Petrol,Manual,4.5,137855,96941,"6,712.00",Low,,,,
i8,2015,Asia,Black,Hybrid,Automatic,2.4,6365,30074,"2,845.00",Low,,,,
M3,2015,North America,Grey,Electric,Automatic,1.9,167647,88780,"4,997.00",Low,,,,
3 Series,2020,Middle East,Red,Petrol,Manual,4.5,105037,73453,"7,286.00",High,,,,
i3,2024,South America,Blue,Hybrid,Manual,1.6,128016,107658,"9,124.00",High,,,,
X6,2010,Europe,White,Hybrid,Manual,4.7,7762,61914,"5,045.00",Low,,,,
X6,2018,South America,Grey,Diesel,Manual,2.6,40764,116735,"4,709.00",Low,,,,
i3,2021,Europe,Silver,Hybrid,Automatic,3.3,24238,111742,"1,482.00",Low,,,,
M5,2020,Africa,Grey,Petrol,Automatic,2,195911,64700,"3,134.00",Low,,,,
X3,2015,Middle East,Grey,Diesel,Automatic,4.7,134039,70672,"6,856.00",Low,,,,
3 Series,2022,Middle East,Silver,Petrol,Automatic,4.1,116572,47284,"3,730.00",Low,,,,
M3,2012,Europe,White,Diesel,Manual,4.7,194359,93837,"8,190.00",High,,,,
7 Series,2013,Africa,Red,Diesel,Manual,3.9,143864,74401,"9,067.00",High,,,,
3 Series,2021,South America,Grey,Hybrid,Automatic,2.1,37246,112265,"5,726.00",Low,,,,
7 Series,2020,Asia,White,Petrol,Automatic,2.6,188234,71570,"3,284.00",Low,,,,
i8,2013,Europe,White,Hybrid,Automatic,3.2,110079,70118,"7,254.00",High,,,,
i3,2012,Middle East,Silver,Petrol,Automatic,3.6,53579,80919,"2,377.00",Low,,,,
M5,2019,Asia,Blue,Hybrid,Automatic,4.7,164678,49840,"1,883.00",Low,,,,
3 Series,2012,South America,Silver,Petrol,Manual,2.8,137794,99478,520,Low,,,,
X1,2024,Europe,Grey,Diesel,Manual,4,87263,71666,"8,913.00",High,,,,
i3,2012,Africa,Red,Diesel,Manual,4.9,86785,99512,"2,353.00",Low,,,,
X3,2013,South America,Grey,Petrol,Manual,2,156944,55881,"6,169.00",Low,,,,
M5,2016,Africa,White,Diesel,Automatic,4.5,39593,109963,113,Low,,,,
X5,2013,Europe,White,Diesel,Automatic,3,162617,79299,"2,353.00",Low,,,,
i3,2018,Africa,Blue,Diesel,Manual,4.1,180348,46141,"8,132.00",High,,,,
X1,2010,Europe,Silver,Electric,Manual,2.5,97558,101553,"1,718.00",Low,,,,
3 Series,2017,Africa,Silver,Diesel,Manual,2.7,124960,115369,"5,481.00",Low,,,,
X6,2016,Europe,Black,Electric,Manual,1.6,28972,89763,"7,436.00",High,,,,
X5,2011,Europe,Blue,Petrol,Automatic,4.9,141616,117994,"6,327.00",Low,,,,
i3,2017,Asia,Black,Diesel,Manual,4.3,42089,99138,"5,415.00",Low,,,,
X5,2010,North America,Silver,Diesel,Manual,1.8,102510,107741,"2,737.00",Low,,,,
X1,2020,Europe,Grey,Petrol,Automatic,5,64144,39207,"4,488.00",Low,,,,
5 Series,2021,North America,Blue,Hybrid,Automatic,3.6,166252,52030,"1,849.00",Low,,,,
X5,2018,Asia,Black,Petrol,Manual,4.5,106246,72271,"6,300.00",Low,,,,
X1,2018,Europe,Black,Petrol,Manual,1.7,25059,42749,"3,108.00",Low,,,,
M3,2011,Africa,White,Hybrid,Manual,2.9,49603,80312,"2,792.00",Low,,,,
i3,2016,Middle East,Black,Hybrid,Manual,3.8,134173,89891,"3,901.00",Low,,,,
i3,2024,Asia,Red,Petrol,Manual,1.9,42153,62609,897,Low,,,,
i3,2023,Europe,Grey,Hybrid,Automatic,3.2,136858,54036,"3,108.00",Low,,,,
X6,2019,Africa,Grey,Hybrid,Manual,3,199006,116494,"9,003.00",High,,,,
3 Series,2012,Africa,Red,Electric,Automatic,2.3,190156,116827,"9,454.00",High,,,,
X6,2016,Africa,Grey,Petrol,Automatic,2.6,160714,115705,"7,064.00",High,,,,
5 Series,2021,North America,White,Petrol,Manual,4.9,128242,51552,"4,585.00",Low,,,,
7 Series,2019,North America,Silver,Hybrid,Automatic,2.5,40052,32230,"4,515.00",Low,,,,
i8,2018,Asia,Grey,Petrol,Manual,2.2,126505,92606,"9,586.00",High,,,,
i8,2013,Middle East,Silver,Hybrid,Automatic,3.4,149450,97301,"9,597.00",High,,,,
i8,2021,Africa,Black,Diesel,Manual,3.8,164473,102381,"9,156.00",High,,,,
5 Series,2010,South America,Red,Electric,Automatic,4,9951,39129,"8,440.00",High,,,,
3 Series,2011,North America,Grey,Hybrid,Automatic,4.1,146359,105042,"2,463.00",Low,,,,
i8,2010,South America,Red,Diesel,Manual,1.6,76908,48463,"3,398.00",Low,,,,
X6,2023,South America,Grey,Petrol,Automatic,2.9,167411,94959,"8,066.00",High,,,,
X5,2021,Asia,Silver,Diesel,Manual,4.2,48241,106595,"5,829.00",Low,,,,
X3,2014,Middle East,White,Petrol,Automatic,4.7,95070,83106,"6,254.00",Low,,,,
7 Series,2014,North America,Silver,Electric,Automatic,3.6,182618,116107,"7,608.00",High,,,,
X3,2020,South America,Silver,Hybrid,Automatic,1.7,158566,114790,"2,156.00",Low,,,,
i8,2016,South America,Red,Hybrid,Manual,2.9,32573,42409,"5,098.00",Low,,,,
X1,2018,Asia,Blue,Diesel,Automatic,1.8,138433,112394,"5,095.00",Low,,,,
7 Series,2018,North America,White,Diesel,Manual,4.1,30215,40062,305,Low,,,,
i8,2012,Europe,Blue,Electric,Manual,1.7,67114,68714,"5,960.00",Low,,,,
3 Series,2012,Europe,Blue,Diesel,Manual,2.2,154736,78565,"3,990.00",Low,,,,
5 Series,2012,Middle East,Blue,Electric,Automatic,3,121611,76420,"6,844.00",Low,,,,
M3,2013,Middle East,White,Petrol,Manual,3.1,74067,67269,"2,781.00",Low,,,,
X5,2017,Africa,Blue,Hybrid,Manual,2.9,110631,110049,"1,386.00",Low,,,,
3 Series,2015,North America,Blue,Petrol,Automatic,3.1,187396,71905,"7,571.00",High,,,,
i3,2017,South America,Grey,Petrol,Automatic,4,174519,31948,"5,863.00",Low,,,,
X6,2010,North America,Blue,Petrol,Automatic,2.8,36327,66518,"7,163.00",High,,,,
3 Series,2017,South America,Silver,Electric,Manual,3.4,144332,102814,"5,037.00",Low,,,,
5 Series,2013,Middle East,Grey,Electric,Manual,2.6,163437,69488,"8,943.00",High,,,,
i8,2020,Asia,White,Hybrid,Manual,2.7,111872,34401,288,Low,,,,
X1,2010,North America,Red,Hybrid,Manual,3.6,4768,35905,"5,184.00",Low,,,,
X3,2017,Europe,Red,Electric,Manual,3.2,84155,70778,"8,167.00",High,,,,
X6,2013,South America,Red,Petrol,Manual,4,142408,60324,"2,195.00",Low,,,,
X1,2015,Middle East,Silver,Hybrid,Automatic,3.5,117990,58708,"3,657.00",Low,,,,
M5,2017,South America,Silver,Diesel,Manual,4.3,57377,91637,"9,121.00",High,,,,
i8,2013,Africa,Silver,Petrol,Manual,3.1,136263,116643,"4,751.00",Low,,,,
X1,2023,Europe,Silver,Diesel,Manual,3.2,112416,53115,874,Low,,,,
3 Series,2012,North America,White,Hybrid,Manual,3.8,110051,82258,"9,890.00",High,,,,
7 Series,2023,South America,Black,Electric,Manual,2.3,179767,47128,"7,301.00",High,,,,
X5,2018,Europe,Silver,Diesel,Manual,2.9,124134,37111,"4,242.00",Low,,,,
M5,2012,Europe,Black,Petrol,Automatic,3.7,124564,119792,"3,324.00",Low,,,,
X5,2018,Africa,Black,Electric,Manual,1.6,6634,67794,"9,284.00",High,,,,
i3,2022,North America,Black,Hybrid,Automatic,3,81603,115537,"5,387.00",Low,,,,
X6,2011,Africa,Red,Hybrid,Automatic,3.6,97667,81625,"3,309.00",Low,,,,
7 Series,2023,Europe,Black,Diesel,Manual,4.9,109291,30463,"7,111.00",High,,,,
M3,2011,Middle East,Black,Diesel,Automatic,4.6,106672,101785,"1,625.00",Low,,,,
M5,2011,Africa,Red,Petrol,Automatic,2.5,41594,93495,489,Low,,,,
i3,2015,Asia,White,Hybrid,Manual,3.3,95364,91829,"7,118.00",High,,,,
M5,2012,Middle East,Red,Diesel,Manual,1.7,71227,114903,"8,924.00",High,,,,
X1,2022,South America,Black,Petrol,Automatic,2.3,26767,117363,642,Low,,,,
i3,2018,Africa,White,Hybrid,Automatic,4.2,27979,95982,"4,366.00",Low,,,,
M5,2013,Asia,White,Petrol,Automatic,1.9,170073,81725,"1,404.00",Low,,,,
X5,2010,Africa,White,Hybrid,Automatic,2.4,23577,62344,"8,358.00",High,,,,
3 Series,2013,South America,Blue,Electric,Automatic,4.8,121155,35561,"3,816.00",Low,,,,
X1,2010,North America,Black,Diesel,Manual,4.4,148730,59157,"9,680.00",High,,,,
M3,2023,South America,Grey,Hybrid,Manual,4.2,80410,55419,"7,109.00",High,,,,
X3,2014,South America,Silver,Petrol,Manual,4.5,35380,84387,"6,211.00",Low,,,,
X6,2013,South America,White,Electric,Manual,4.1,183126,36457,"1,866.00",Low,,,,
X5,2017,Europe,Silver,Electric,Automatic,1.9,5204,32190,143,Low,,,,
X5,2017,South America,Black,Hybrid,Manual,3.3,42159,85852,"5,802.00",Low,,,,
X3,2016,Asia,Grey,Petrol,Automatic,3.1,143652,93537,"5,924.00",Low,,,,
X6,2012,South America,Grey,Diesel,Manual,2.6,186337,56075,"9,184.00",High,,,,
i3,2010,Asia,White,Petrol,Manual,4.4,25644,33486,"4,936.00",Low,,,,
5 Series,2010,Africa,Grey,Electric,Manual,3.1,127690,74267,"2,849.00",Low,,,,
5 Series,2021,Asia,White,Electric,Manual,1.7,21122,112462,"5,903.00",Low,,,,
i8,2020,South America,White,Hybrid,Automatic,2.5,59781,62084,"4,541.00",Low,,,,
i3,2012,Europe,Black,Hybrid,Automatic,2.3,183685,119952,"9,131.00",High,,,,
7 Series,2015,Europe,Grey,Diesel,Manual,4.6,126540,33593,"3,220.00",Low,,,,
7 Series,2016,Africa,Red,Diesel,Manual,3.8,92316,85617,"1,909.00",Low,,,,
X3,2015,Asia,Grey,Diesel,Manual,3.5,6304,45543,"6,657.00",Low,,,,
X6,2023,Europe,White,Hybrid,Automatic,3.3,54800,100512,"9,966.00",High,,,,
X5,2023,South America,Grey,Petrol,Manual,3.8,51128,94088,"2,930.00",Low,,,,
i8,2015,Middle East,Silver,Electric,Automatic,4.1,86794,39377,"9,525.00",High,,,,
X1,2015,Africa,Silver,Hybrid,Automatic,3.4,15994,41990,"8,543.00",High,,,,
i8,2022,Africa,Black,Diesel,Manual,4.8,89921,41946,"2,452.00",Low,,,,
X3,2012,Middle East,Silver,Hybrid,Automatic,4.9,110369,40370,"6,148.00",Low,,,,
3 Series,2015,Africa,Red,Electric,Automatic,5,69854,58429,"8,981.00",High,,,,
X3,2017,North America,Silver,Petrol,Manual,3.8,113551,30284,241,Low,,,,
3 Series,2020,Middle East,Red,Petrol,Automatic,4.8,159467,76201,"5,760.00",Low,,,,
M3,2020,North America,Red,Hybrid,Automatic,2.9,180136,59712,"6,726.00",Low,,,,
X6,2011,North America,Black,Diesel,Automatic,4.5,109348,85468,"8,241.00",High,,,,
i8,2014,Middle East,White,Diesel,Manual,4.7,144533,82911,"4,321.00",Low,,,,
X6,2023,Asia,Red,Diesel,Manual,4.7,32173,54649,"6,736.00",Low,,,,
5 Series,2010,Africa,Black,Diesel,Automatic,4.4,102278,35915,"9,841.00",High,,,,
M3,2021,Middle East,White,Hybrid,Manual,2.9,162609,54134,904,Low,,,,
M5,2024,Middle East,White,Hybrid,Automatic,2.1,43892,84569,"4,431.00",Low,,,,
7 Series,2010,Africa,Blue,Diesel,Automatic,2.7,185870,92721,"7,521.00",High,,,,
5 Series,2014,South America,Black,Diesel,Automatic,4.2,134531,87621,"4,611.00",Low,,,,
5 Series,2021,North America,Blue,Hybrid,Manual,2.3,194391,76581,"6,866.00",Low,,,,
3 Series,2022,Middle East,Silver,Hybrid,Automatic,3.2,118028,63248,"8,095.00",High,,,,
i3,2012,Middle East,Red,Diesel,Manual,3.5,155164,118934,"1,818.00",Low,,,,
i3,2013,North America,Red,Electric,Automatic,3.6,167951,104651,"1,054.00",Low,,,,
3 Series,2012,South America,Red,Hybrid,Manual,4.8,135680,93319,"3,307.00",Low,,,,
M3,2010,Middle East,Grey,Petrol,Manual,3.8,20833,30946,"6,000.00",Low,,,,
X5,2010,Africa,Black,Diesel,Automatic,4.3,169423,45093,"7,103.00",High,,,,
M5,2021,North America,Silver,Diesel,Manual,3.5,52191,66769,"1,942.00",Low,,,,
5 Series,2021,Europe,Black,Electric,Automatic,4.4,82062,84946,"2,018.00",Low,,,,
5 Series,2023,South America,Red,Petrol,Manual,2.4,181200,46751,"5,122.00",Low,,,,
X1,2022,Africa,Blue,Hybrid,Automatic,2.2,16720,41380,"2,118.00",Low,,,,
M3,2023,North America,Silver,Hybrid,Manual,4.7,26402,35130,"9,240.00",High,,,,
i3,2014,South America,Red,Diesel,Manual,3.9,185012,74147,"8,800.00",High,,,,
i8,2015,Europe,Grey,Electric,Automatic,3.9,137116,71187,"3,942.00",Low,,,,
M3,2012,Europe,Red,Electric,Automatic,3.1,125303,36190,"6,344.00",Low,,,,
M3,2021,South America,Grey,Diesel,Automatic,2.8,72907,31385,634,Low,,,,
5 Series,2018,South America,Blue,Diesel,Manual,3.4,96313,48896,398,Low,,,,
X6,2014,Asia,Black,Electric,Manual,1.9,114324,111758,"7,978.00",High,,,,
X3,2017,Europe,Red,Electric,Automatic,3.1,37926,112367,"6,565.00",Low,,,,
X3,2022,South America,Blue,Diesel,Automatic,3.1,1536,42468,"9,374.00",High,,,,
i8,2010,North America,Blue,Hybrid,Automatic,3.4,58700,94124,"2,613.00",Low,,,,
7 Series,2023,South America,Grey,Diesel,Manual,3.7,33111,102861,"5,453.00",Low,,,,
3 Series,2014,Middle East,Grey,Diesel,Manual,4.9,154711,76421,867,Low,,,,
i8,2024,Africa,White,Petrol,Manual,3.8,145740,97980,"6,665.00",Low,,,,
X6,2012,Africa,Black,Hybrid,Manual,4.6,17763,53320,101,Low,,,,
i8,2021,South America,Grey,Diesel,Automatic,3.4,158596,31016,"4,938.00",Low,,,,
X1,2010,Africa,Red,Electric,Automatic,3.7,70582,32634,"5,754.00",Low,,,,
5 Series,2013,Africa,Grey,Petrol,Manual,1.7,164685,82139,"1,560.00",Low,,,,
M5,2024,South America,Blue,Petrol,Manual,2,32207,35232,"4,545.00",Low,,,,
i8,2022,Middle East,Black,Hybrid,Manual,3.5,36421,117586,"5,532.00",Low,,,,
M5,2014,Africa,Blue,Petrol,Automatic,2.9,109953,90079,"6,074.00",Low,,,,
3 Series,2016,Africa,Silver,Hybrid,Manual,4.3,45420,55483,"9,417.00",High,,,,
7 Series,2010,South America,Blue,Hybrid,Automatic,3.4,169022,110072,"3,588.00",Low,,,,
X3,2012,South America,Red,Diesel,Automatic,4.6,71247,46723,"1,251.00",Low,,,,
X1,2011,Asia,Grey,Electric,Automatic,4.9,133987,98433,"9,105.00",High,,,,
X5,2018,Africa,Silver,Diesel,Manual,2,54511,52655,"7,876.00",High,,,,
X1,2019,Asia,Black,Electric,Manual,2.9,190036,58531,"7,317.00",High,,,,
X6,2024,Middle East,White,Electric,Manual,3.8,11344,113647,"1,983.00",Low,,,,
M5,2015,Middle East,Grey,Petrol,Automatic,2.6,166487,112693,"5,817.00",Low,,,,
5 Series,2019,Middle East,Silver,Petrol,Automatic,2.4,121797,100148,"7,231.00",High,,,,
M5,2012,Asia,Grey,Hybrid,Automatic,4.3,124001,82901,222,Low,,,,
i3,2017,Europe,Grey,Diesel,Automatic,4.9,40442,67998,"7,313.00",High,,,,
i3,2023,Middle East,Black,Electric,Manual,4.2,2005,41659,"1,786.00",Low,,,,
7 Series,2017,North America,Black,Hybrid,Manual,3.3,194029,43238,"8,514.00",High,,,,
X6,2011,South America,Blue,Petrol,Manual,3,169730,86385,"9,968.00",High,,,,
X5,2024,Europe,Blue,Petrol,Manual,3.4,82598,113709,"8,047.00",High,,,,
i8,2015,South America,Red,Petrol,Automatic,3.1,182742,80754,"5,839.00",Low,,,,
X3,2016,South America,Red,Hybrid,Automatic,3.3,26890,60361,"1,339.00",Low,,,,
X3,2011,Middle East,Grey,Hybrid,Automatic,2.2,59103,46517,"9,462.00",High,,,,
X3,2024,Europe,Red,Electric,Manual,4.7,1390,119117,"7,270.00",High,,,,
i8,2020,North America,Red,Diesel,Automatic,4.1,5405,108815,"2,879.00",Low,,,,
3 Series,2019,South America,Black,Hybrid,Manual,3.9,42467,102968,"2,165.00",Low,,,,
X6,2011,Africa,White,Diesel,Manual,4.8,35394,102034,"4,455.00",Low,,,,
X5,2019,Europe,Blue,Hybrid,Manual,2.5,36527,84856,"2,035.00",Low,,,,
i3,2010,Europe,Red,Petrol,Automatic,1.8,126567,46702,"7,510.00",High,,,,
3 Series,2017,North America,Red,Electric,Automatic,4.4,3879,49819,"9,025.00",High,,,,
X1,2010,Africa,Black,Diesel,Automatic,5,37731,33141,"5,113.00",Low,,,,
X5,2018,Europe,Blue,Petrol,Manual,3.5,31445,62226,"7,616.00",High,,,,
3 Series,2020,South America,Silver,Diesel,Automatic,1.7,176625,117171,"6,688.00",Low,,,,
3 Series,2015,North America,White,Hybrid,Automatic,4.2,154571,54989,"9,390.00",High,,,,
5 Series,2016,North America,White,Electric,Manual,1.8,28199,54748,"3,539.00",Low,,,,
7 Series,2022,Asia,Black,Electric,Manual,3.4,157901,51785,"7,315.00",High,,,,
X3,2019,Africa,Black,Hybrid,Automatic,2.5,114886,70265,"9,879.00",High,,,,
X6,2016,Europe,Black,Petrol,Manual,4.7,10561,63605,"8,533.00",High,,,,
M3,2019,Africa,White,Hybrid,Automatic,3.1,108903,58185,335,Low,,,,
i8,2012,Middle East,Red,Electric,Automatic,4.6,144778,108406,993,Low,,,,
i8,2011,North America,Silver,Diesel,Automatic,2.5,129520,38071,"8,143.00",High,,,,
7 Series,2018,Europe,Silver,Hybrid,Manual,2.9,16841,75628,"8,340.00",High,,,,
M3,2017,Africa,Silver,Hybrid,Manual,4.8,183782,100693,"6,324.00",Low,,,,
7 Series,2022,North America,Grey,Electric,Automatic,2.2,91013,89453,"7,795.00",High,,,,
7 Series,2021,Africa,Silver,Diesel,Manual,3.5,175240,82064,"9,362.00",High,,,,
i8,2019,North America,White,Petrol,Automatic,2.9,122500,96319,"9,080.00",High,,,,
7 Series,2016,Middle East,Silver,Hybrid,Automatic,4.2,179716,78386,"1,274.00",Low,,,,
7 Series,2018,Africa,Red,Electric,Automatic,2,176437,77426,"2,167.00",Low,,,,
X3,2013,Africa,Black,Electric,Automatic,3,159170,119954,"6,751.00",Low,,,,
7 Series,2022,North America,Grey,Electric,Automatic,3.9,166155,64742,"7,762.00",High,,,,
M5,2013,Africa,Grey,Hybrid,Manual,2.9,33669,93884,"6,440.00",Low,,,,
7 Series,2010,North America,White,Petrol,Manual,1.7,56052,99698,992,Low,,,,
X6,2017,Africa,White,Electric,Automatic,4,53449,82740,"1,329.00",Low,,,,
i8,2023,Africa,Black,Hybrid,Automatic,3.3,123239,52193,"6,006.00",Low,,,,
X5,2023,North America,Grey,Diesel,Automatic,1.5,56918,36116,"3,195.00",Low,,,,
3 Series,2021,South America,Silver,Electric,Manual,3.6,99440,51226,"2,119.00",Low,,,,
i3,2012,Asia,Black,Petrol,Automatic,4.7,192413,114851,"1,342.00",Low,,,,
X3,2016,South America,Red,Electric,Automatic,1.9,136356,105711,"1,100.00",Low,,,,
X6,2024,Europe,Silver,Hybrid,Manual,3.6,131579,36319,"6,496.00",Low,,,,
X6,2021,Africa,Grey,Petrol,Automatic,4.1,192233,32423,844,Low,,,,
M3,2011,North America,Red,Electric,Automatic,1.7,119960,56835,"6,900.00",Low,,,,
X6,2011,North America,White,Electric,Automatic,1.6,129451,104447,"6,145.00",Low,,,,
X5,2016,Africa,Grey,Diesel,Automatic,3.1,13371,105070,"4,284.00",Low,,,,
X5,2024,Middle East,White,Hybrid,Automatic,4.3,78733,75419,"5,961.00",Low,,,,
X1,2015,Asia,Grey,Diesel,Automatic,2.1,199235,84022,"1,194.00",Low,,,,
i3,2012,Asia,Grey,Electric,Manual,4.4,25251,87697,"4,050.00",Low,,,,
X5,2018,Middle East,Red,Electric,Manual,3.8,50183,75390,"8,038.00",High,,,,
X5,2019,Middle East,Red,Hybrid,Manual,2.7,148760,93236,"2,693.00",Low,,,,
X5,2024,Africa,White,Petrol,Manual,3.3,93603,72936,"2,487.00",Low,,,,
M5,2023,South America,Silver,Diesel,Manual,4.9,140914,34553,"6,549.00",Low,,,,
3 Series,2022,Asia,Blue,Electric,Automatic,2.3,34532,90267,"6,372.00",Low,,,,
i8,2015,Middle East,Grey,Electric,Automatic,3.2,82478,80247,"9,537.00",High,,,,
i3,2019,Middle East,Grey,Diesel,Manual,3.7,183985,107396,"9,192.00",High,,,,
X5,2019,Asia,Red,Electric,Automatic,2,15812,76124,"4,646.00",Low,,,,
3 Series,2015,North America,Blue,Electric,Automatic,1.7,25425,119970,"5,377.00",Low,,,,
X3,2010,North America,Red,Electric,Automatic,1.5,40927,62008,"7,502.00",High,,,,
M5,2013,Africa,Blue,Petrol,Automatic,2.6,133161,36902,"7,598.00",High,,,,
5 Series,2019,Africa,Grey,Diesel,Manual,1.8,194310,42650,"1,268.00",Low,,,,
X1,2015,North America,Silver,Diesel,Manual,4.3,90089,103531,"4,441.00",Low,,,,
5 Series,2024,Europe,Red,Electric,Automatic,5,40963,46019,"8,074.00",High,,,,
3 Series,2015,Europe,Silver,Electric,Automatic,1.7,110901,83776,"3,673.00",Low,,,,
i8,2020,Europe,Red,Diesel,Manual,3,93800,94038,"5,816.00",Low,,,,
X6,2021,Asia,Red,Hybrid,Manual,1.6,13086,36462,"7,133.00",High,,,,
X3,2014,Europe,Red,Electric,Automatic,2,37967,64069,"4,747.00",Low,,,,
X5,2010,North America,Black,Petrol,Automatic,2.6,14396,60636,"2,341.00",Low,,,,
X6,2017,North America,Silver,Hybrid,Manual,2.9,117113,74150,"4,425.00",Low,,,,
5 Series,2014,Africa,White,Electric,Automatic,4.8,58754,110517,"3,292.00",Low,,,,
X6,2021,Asia,White,Hybrid,Automatic,2.9,9134,45607,556,Low,,,,
M5,2021,North America,Black,Electric,Automatic,3.2,130480,52081,"3,272.00",Low,,,,
X3,2021,Europe,Silver,Electric,Automatic,2.4,64002,116500,348,Low,,,,
X5,2014,Middle East,Silver,Hybrid,Automatic,1.5,149506,30135,"9,888.00",High,,,,
i3,2016,Europe,Silver,Hybrid,Manual,4.6,33244,116918,"2,095.00",Low,,,,
X1,2013,Africa,Grey,Diesel,Automatic,1.8,105554,49663,"7,193.00",High,,,,
M3,2015,Africa,Black,Hybrid,Automatic,4.9,179971,59889,"8,335.00",High,,,,
3 Series,2022,Africa,White,Electric,Manual,2,28730,101189,"8,196.00",High,,,,
i8,2013,Middle East,Grey,Diesel,Automatic,3.6,39970,92250,"6,734.00",Low,,,,
M5,2023,Europe,Grey,Hybrid,Automatic,5,16692,99296,"5,943.00",Low,,,,
X5,2024,Europe,Black,Electric,Automatic,2,9615,66166,"5,997.00",Low,,,,
3 Series,2012,South America,Red,Hybrid,Automatic,3,122231,92873,"5,227.00",Low,,,,
M3,2016,South America,White,Diesel,Automatic,4.2,158898,86673,"9,443.00",High,,,,
X3,2017,Asia,Silver,Diesel,Automatic,1.6,149657,53093,"6,010.00",Low,,,,
7 Series,2013,Middle East,Red,Petrol,Manual,3.9,119461,109866,"9,809.00",High,,,,
7 Series,2022,Africa,Black,Electric,Manual,1.8,106864,37051,"8,999.00",High,,,,
X1,2011,South America,Blue,Hybrid,Manual,2.3,191856,42968,"8,538.00",High,,,,
7 Series,2021,Europe,Blue,Diesel,Manual,2.1,138657,113426,"2,659.00",Low,,,,
3 Series,2019,South America,Red,Diesel,Manual,4.7,188658,103473,"5,921.00",Low,,,,
7 Series,2023,Africa,Red,Diesel,Automatic,2.1,117012,60516,"4,821.00",Low,,,,
X3,2012,Middle East,White,Hybrid,Manual,1.6,123560,58086,"1,733.00",Low,,,,
X6,2010,Middle East,Black,Petrol,Automatic,3.6,3514,68930,"7,739.00",High,,,,
i8,2017,North America,Silver,Petrol,Automatic,2.7,177410,41756,563,Low,,,,
i3,2024,North America,Black,Diesel,Manual,2.9,108780,42697,"8,838.00",High,,,,
5 Series,2012,Africa,Blue,Electric,Automatic,1.9,117047,35004,"2,434.00",Low,,,,
X6,2021,Europe,White,Hybrid,Manual,4.1,57533,85638,"3,739.00",Low,,,,
X6,2019,Middle East,Blue,Electric,Automatic,3.6,179601,94664,"1,678.00",Low,,,,
i3,2016,North America,Grey,Petrol,Manual,2.8,107224,108265,"9,521.00",High,,,,
X6,2019,South America,Red,Electric,Manual,2.1,111839,73514,"2,768.00",Low,,,,
X1,2014,Middle East,Black,Petrol,Manual,3.6,136787,64990,"2,399.00",Low,,,,
5 Series,2019,Middle East,Blue,Hybrid,Automatic,4.2,98318,108742,"9,219.00",High,,,,
i3,2014,South America,Blue,Petrol,Manual,2.6,85185,114354,"7,868.00",High,,,,
M5,2023,South America,Black,Hybrid,Manual,1.6,172797,73954,"5,084.00",Low,,,,
i8,2016,Middle East,White,Electric,Automatic,2.3,110324,105341,"3,727.00",Low,,,,
